Zip,Population,County,State,WiredCount_2020,Fwcount_2020,BroadbandProviderCount,AllProviderCount_2020,Wired25_3_2020,Wired100_3_2020,All25_3_2020,All100_3,TestCount,AverageMbps,FastestAverageMbps,Access to Terrestrial Broadband,Lowest Priced Terrestrial Broadband Plan
38011,9908.00,Tipton,Tennessee,8,1,9,16,8,6,10,7,756,23.9,36.97,0.98,35
38015,2828.00,Tipton,Tennessee,5,0,5,12,5,3,7,4,180,15.93,25.47,0.99,55
38019,15601.00,Tipton,Tennessee,4,2,6,13,4,4,6,5,2702,33.72,94.37,0.92,55
38023,6146.00,Tipton,Tennessee,5,0,5,12,4,2,6,3,240,21.79,45.42,0.99,65
38049,4984.00,Tipton,Tennessee,5,2,7,14,5,4,7,5,34,5.87,12.16,0.86,55
38058,10236.00,Tipton,Tennessee,4,0,4,11,4,2,6,3,3145,35.29,105.46,1.00,65
38827,2733.00,Tishomingo,Mississippi,6,0,6,11,3,2,5,3,35,13.66,25.23,0.81,39.99
38833,2370.00,Tishomingo,Mississippi,6,2,8,14,3,2,5,3,8,16.25,26.87,0.50,39.99
38838,1629.00,Tishomingo,Mississippi,7,1,8,13,4,3,6,4,2,12,12,0.51,39.99
38852,9449.00,Tishomingo,Mississippi,8,3,11,17,5,2,7,3,636,4.94,12.22,0.63,39.99
38873,2719.00,Tishomingo,Mississippi,6,2,8,13,3,2,5,3,30,77.56,239.85,0.30,39.99
42204,657.00,Todd,Kentucky,3,2,5,11,0,0,2,1,7453,14.98,43.4,0.00,NULL
42220,6844.00,Todd,Kentucky,6,3,9,15,6,4,8,5,95,8.26,20.31,0.79,35
42234,2469.00,Todd,Kentucky,4,3,7,14,4,2,6,3,32,68.09,173.45,0.85,69.99
42280,484.00,Todd,Kentucky,3,2,5,10,0,0,2,0,2,0.16,0.16,0.00,NULL
42286,1291.00,Todd,Kentucky,5,3,8,15,3,3,5,4,412,5.58,21.2,0.79,35
14881,192.00,Tompkins,New York,2,1,3,7,1,1,3,2,,,,1.00,74.99
13053,5015.00,Tompkins,New York,5,2,7,12,3,3,5,4,262,127.38,247.74,0.95,56
13068,5368.00,Tompkins,New York,4,2,6,11,1,1,3,2,750,30.34,72.27,0.95,69.99
13073,6423.00,Tompkins,New York,4,2,6,11,1,1,3,2,1292,32.88,105.52,0.84,69.99
14817,2380.00,Tompkins,New York,4,3,7,12,2,2,4,3,966,16.99,52.18,0.73,69.99
14850,63886.00,Tompkins,New York,11,3,14,19,7,6,9,7,136892,61.05,146.39,1.00,39.99
14853,2755.00,Tompkins,New York,2,2,4,9,1,1,3,2,4858,125.83,258.68,1.00,69.99
14867,5569.00,Tompkins,New York,6,3,9,14,3,3,6,3,11014,114.82,310.09,0.87,56
14882,3826.00,Tompkins,New York,2,2,4,9,1,1,3,2,172,30.57,117.47,0.93,69.99
30436,11961.00,Toombs,Georgia,8,2,10,16,5,5,7,5,2541,51.75,102.91,0.41,50
30546,6496.00,Towns,Georgia,4,0,4,9,4,3,6,4,6139,29.71,74.4,0.98,42.95
30582,4567.00,Towns,Georgia,4,0,4,9,4,3,6,3,1997,31.07,66.5,0.99,42.95
28708,754.00,Transylvania,North Carolina,1,0,1,5,0,0,2,1,,,,0.00,
28712,19347.00,Transylvania,North Carolina,6,1,7,12,4,4,6,5,19894,84.26,286.64,0.95,35
28718,553.00,Transylvania,North Carolina,1,1,2,6,0,0,2,1,32,84.61,192.9,0.00,NULL
28747,2198.00,Transylvania,North Carolina,4,1,5,9,2,2,5,3,2865,8.88,13.5,0.73,64.94
28766,1262.00,Transylvania,North Carolina,5,1,6,11,3,3,5,4,6,99.55,214.42,0.96,64.94
28768,6813.00,Transylvania,North Carolina,2,1,3,8,1,1,3,2,656,61.86,198.51,0.98,64.94
28772,1239.00,Transylvania,North Carolina,2,1,3,8,1,1,3,2,10,13.49,39.72,0.89,64.94
28774,1013.00,Transylvania,North Carolina,4,1,5,10,2,2,4,3,96,18.27,47.68,0.43,64.94
30457,6424.00,Treutlen,Georgia,4,2,6,12,4,3,6,3,1030,6.41,10.37,0.13,34.95
42211,13422.00,Trigg,Kentucky,4,1,5,11,3,3,5,4,958,53.29,144.22,0.85,55
40006,5084.00,Trimble,Kentucky,3,3,6,12,1,1,4,2,1057,25.61,45.1,0.80,69.99
40045,3451.00,Trimble,Kentucky,4,2,6,11,2,2,4,3,66,4.51,9.23,0.80,49.95
30230,9103.00,Troup,Georgia,5,1,6,11,5,5,7,5,11522,34.98,90.5,0.90,35
30240,30014.00,Troup,Georgia,7,0,7,12,7,6,9,7,10844,103.28,376.64,0.99,35
30241,23176.00,Troup,Georgia,6,0,6,11,6,6,8,6,4386,92.4,204.88,0.99,35
31833,6900.00,Troup,Georgia,8,1,9,14,7,6,9,7,1068,16.17,43.59,0.93,35
37074,6965.00,Trousdale,Tennessee,7,1,8,14,5,4,7,5,16,18.57,40.5,0.90,35
44417,1659.00,Trumbull,Ohio,5,0,5,10,4,2,6,2,,,,0.64,74.99
44418,1357.00,Trumbull,Ohio,2,0,2,7,2,1,4,1,,,,1.00,74.99
44437,4252.00,Trumbull,Ohio,3,0,3,8,3,1,5,1,,,,1.00,55
44486,NULL,Trumbull,Ohio,,,0,,,,,,,,,,
44488,NULL,Trumbull,Ohio,,,0,,,,,,,,,,
44402,3352.00,Trumbull,Ohio,5,0,5,10,2,1,4,1,170,33.92,100.95,0.97,69.99
44403,3820.00,Trumbull,Ohio,5,0,5,10,3,2,5,2,406,41.21,107.62,0.93,65
44404,1624.00,Trumbull,Ohio,3,0,3,8,3,2,5,2,42,82.88,176.51,1.00,69.99
44410,17409.00,Trumbull,Ohio,5,0,5,10,4,3,6,3,8149,114.37,298.59,0.99,69.99
44420,15429.00,Trumbull,Ohio,5,0,5,10,4,3,6,3,7666,54.5,114.43,1.00,35
44425,14898.00,Trumbull,Ohio,4,0,4,9,2,2,4,2,2347,66.28,114.53,0.99,69.99
44428,3290.00,Trumbull,Ohio,5,0,5,10,4,2,6,2,21,41.18,87.95,0.84,69.99
44430,5270.00,Trumbull,Ohio,2,0,2,7,2,1,4,1,1541,296.66,448.41,1.00,69.99
44438,4751.00,Trumbull,Ohio,4,0,4,9,3,1,5,1,412,55.87,113.69,1.00,55
44440,4967.00,Trumbull,Ohio,5,0,5,10,2,2,4,2,3390,98.33,161.92,1.00,69.99
44446,20955.00,Trumbull,Ohio,5,0,5,10,4,2,6,2,9485,88.13,237.94,1.00,55
44450,2042.00,Trumbull,Ohio,5,0,5,10,4,2,6,2,12,38.96,145.05,0.80,69.99
44470,3790.00,Trumbull,Ohio,5,0,5,10,2,1,4,1,690,46.54,112.93,1.00,69.99
44473,3823.00,Trumbull,Ohio,5,0,5,10,3,2,5,2,138,40.44,97.97,1.00,65
44481,10408.00,Trumbull,Ohio,5,0,5,10,3,1,5,1,698,55.52,112.07,0.94,40
44483,26006.00,Trumbull,Ohio,6,0,6,11,3,1,5,1,3065,39.14,104.65,1.00,69.99
44484,22991.00,Trumbull,Ohio,6,0,6,11,3,1,5,1,8926,52.26,113.16,1.00,69.99
44485,16498.00,Trumbull,Ohio,2,0,2,7,2,1,4,1,2192,47.93,110.85,1.00,69.99
44491,3515.00,Trumbull,Ohio,7,0,7,12,6,3,8,3,34,27.26,61.2,0.75,40
26289,NULL,Tucker,West Virginia,,,0,,,,,,,,,,
26260,1377.00,Tucker,West Virginia,3,1,4,8,2,2,5,3,841,6.11,19.02,0.36,39.99
26269,1018.00,Tucker,West Virginia,2,1,3,8,1,1,4,1,3,11.13,19.18,0.69,39.99
26271,383.00,Tucker,West Virginia,3,1,4,9,2,2,5,2,0,0,0,0.43,39.99
26287,3131.00,Tucker,West Virginia,2,1,3,9,1,1,4,1,681,21.16,59.51,0.70,39.99
26292,836.00,Tucker,West Virginia,2,1,3,8,1,1,4,1,125,2.75,6.89,0.97,39.99
38626,1353.00,Tunica,Mississippi,3,2,5,11,3,1,5,1,11,7.18,14.11,0.56,55
38664,3279.00,Tunica,Mississippi,4,1,5,12,4,4,6,5,21,99.14,233.75,0.76,55
38676,6375.00,Tunica,Mississippi,4,2,6,13,4,4,6,4,499,56,181.03,0.84,55
31714,6474.00,Turner,Georgia,5,1,6,11,4,4,6,5,461,8.3,22.13,0.78,34.95
31783,1107.00,Turner,Georgia,1,0,1,6,1,1,3,2,123,9.4,15.58,0.27,NULL
31790,2078.00,Turner,Georgia,6,1,7,12,4,4,6,5,18,15.38,37.67,0.81,69.99
35457,82.00,Tuscaloosa,Alabama,0,0,0,5,0,0,2,0,,,,0.00,
35463,1749.00,Tuscaloosa,Alabama,4,1,5,10,3,3,5,3,,,,0.82,55
35480,1343.00,Tuscaloosa,Alabama,3,1,4,9,3,3,5,3,,,,0.70,55
35487,NULL,Tuscaloosa,Alabama,,,0,,,,,,,,,,
35111,16140.00,Tuscaloosa,Alabama,6,0,6,11,6,6,8,7,2342,56.62,191.51,0.99,35
35401,39878.00,Tuscaloosa,Alabama,6,0,6,11,6,6,8,7,8477,77.71,231.98,0.99,35
35404,21251.00,Tuscaloosa,Alabama,7,0,7,12,7,7,9,8,5371,68.94,186.48,0.94,35
35405,37661.00,Tuscaloosa,Alabama,7,0,7,12,7,7,9,8,14559,78.59,223.5,0.99,35
35406,13864.00,Tuscaloosa,Alabama,6,0,6,11,6,6,8,7,10236,78.02,204.88,0.94,35
35444,3699.00,Tuscaloosa,Alabama,4,0,4,9,4,4,6,5,103,45.28,118.49,0.90,55
35446,2234.00,Tuscaloosa,Alabama,4,0,4,9,4,4,6,4,129,39.78,92.25,0.95,55
35452,3880.00,Tuscaloosa,Alabama,4,0,4,9,4,4,6,4,227,54.2,145.55,0.98,55
35453,11127.00,Tuscaloosa,Alabama,6,0,6,11,6,6,8,7,653,50.83,151.32,0.95,35
35456,3759.00,Tuscaloosa,Alabama,4,1,5,10,4,4,6,5,71,47.02,108.72,0.86,55
35458,594.00,Tuscaloosa,Alabama,3,0,3,8,2,1,4,1,49,49.44,110.06,0.67,55
35473,14909.00,Tuscaloosa,Alabama,6,0,6,11,6,6,8,7,2850,60.94,166.5,1.00,35
35475,14507.00,Tuscaloosa,Alabama,6,0,6,11,6,6,8,7,7444,55.71,131.85,0.96,35
35476,8106.00,Tuscaloosa,Alabama,6,0,6,11,6,6,8,7,258,85.31,221.33,0.97,35
35490,3857.00,Tuscaloosa,Alabama,6,0,6,11,6,6,8,7,455,66.16,203.33,0.93,35
43832,7479.00,Tuscarawas,Ohio,4,4,8,13,1,1,5,2,278,28.49,94.84,0.63,69.99
43837,1973.00,Tuscarawas,Ohio,4,4,8,13,1,1,5,2,1381,19.54,51.79,0.57,69.99
43840,1248.00,Tuscarawas,Ohio,2,2,4,9,0,0,2,1,12,19.03,34.15,0.00,NULL
44612,5293.00,Tuscarawas,Ohio,2,2,4,9,1,1,3,2,775,46.15,109.33,0.93,69.99
44621,4624.00,Tuscarawas,Ohio,4,3,7,12,1,1,4,2,66,18.02,68.37,0.86,69.99
44622,18588.00,Tuscarawas,Ohio,2,1,3,8,1,1,3,2,5592,85.89,239.06,0.95,69.99
44629,2403.00,Tuscarawas,Ohio,4,3,7,12,1,1,4,2,371,4.49,11.25,0.83,69.99
44656,2968.00,Tuscarawas,Ohio,2,3,5,10,1,1,3,2,150,6.02,16.42,0.80,69.99
44663,25362.00,Tuscarawas,Ohio,4,4,8,13,1,1,5,3,11827,53.71,111.62,0.94,69.99
44680,4138.00,Tuscarawas,Ohio,4,1,5,10,2,1,4,2,228,15.3,35.42,0.91,69.99
44681,7799.00,Tuscarawas,Ohio,2,3,5,10,1,1,4,2,97,15.18,57.46,0.53,69.99
44683,8550.00,Tuscarawas,Ohio,5,3,8,13,2,2,5,3,1199,20.22,39.32,0.83,69.99
31017,1985.00,Twiggs,Georgia,6,0,6,11,1,1,3,1,8,8.84,9.31,0.48,NULL
31020,2541.00,Twiggs,Georgia,6,2,8,14,4,4,6,4,16,9.4,24.04,0.31,44.95
31031,6576.00,Twiggs,Georgia,7,1,8,13,4,4,6,4,2983,21.68,48.35,0.78,69.99
31044,2911.00,Twiggs,Georgia,3,0,3,8,2,2,4,2,434,26.02,68.48,0.63,NULL
26175,3326.00,Tyler,West Virginia,3,1,4,8,2,2,4,3,,,,0.56,40
26320,1000.00,Tyler,West Virginia,1,1,2,6,0,0,2,1,,,,0.00,
26146,1003.00,Tyler,West Virginia,2,1,3,7,1,1,3,2,35,5.69,11.2,0.10,40
26149,2452.00,Tyler,West Virginia,1,2,3,7,0,0,2,1,4,28.55,28.66,0.00,NULL
27925,4217.00,Tyrrell,North Carolina,3,0,3,8,3,2,5,2,144,5,8.37,0.74,65
12412,673.00,Ulster,New York,2,0,2,7,1,1,3,1,,,,1.00,74.99
12416,277.00,Ulster,New York,1,0,1,6,1,1,3,1,,,,1.00,74.99
12433,483.00,Ulster,New York,2,0,2,7,1,1,3,1,,,,1.00,74.99
12448,388.00,Ulster,New York,2,0,2,7,1,1,3,1,,,,1.00,74.99
12456,639.00,Ulster,New York,2,1,3,8,1,1,4,1,,,,1.00,74.99
12465,266.00,Ulster,New York,4,0,4,9,3,2,5,2,,,,1.00,74.99
12480,634.00,Ulster,New York,2,0,2,7,2,2,4,2,,,,1.00,74.99
12495,265.00,Ulster,New York,2,0,2,7,1,1,3,1,,,,1.00,74.99
12725,277.00,Ulster,New York,1,0,1,6,1,1,3,1,,,,0.79,74.99
12401,35040.00,Ulster,New York,3,1,4,9,1,1,4,1,55716,123.14,306.78,1.00,69.99
12404,3385.00,Ulster,New York,2,0,2,7,1,1,3,1,12948,124.14,223.6,1.00,69.99
12409,804.00,Ulster,New York,2,0,2,7,1,1,3,1,260,70.69,223.13,1.00,69.99
12410,397.00,Ulster,New York,3,0,3,8,2,2,4,2,16,8.56,11.7,0.93,69.99
12411,497.00,Ulster,New York,2,0,2,7,1,1,3,1,296,101.4,263.91,1.00,69.99
12419,722.00,Ulster,New York,2,0,2,7,1,1,3,1,6,32.33,39.22,1.00,69.99
12428,6602.00,Ulster,New York,4,0,4,9,2,2,4,2,6266,72.21,214.94,1.00,69.99
12435,326.00,Ulster,New York,2,0,2,7,1,1,3,1,2,124.02,124.02,0.99,69.99
12440,1980.00,Ulster,New York,3,0,3,8,1,1,3,1,278,69.62,225.15,1.00,69.99
12443,3825.00,Ulster,New York,3,0,3,8,1,1,3,1,674,67.04,193.12,1.00,69.99
12446,5061.00,Ulster,New York,3,0,3,8,1,1,3,1,1484,70.82,221.9,1.00,69.99
12449,3367.00,Ulster,New York,3,1,4,9,1,1,4,1,400,53.46,135.94,1.00,69.99
12457,763.00,Ulster,New York,2,0,2,7,1,1,3,1,8,46.59,162.7,1.00,69.99
12458,3232.00,Ulster,New York,3,0,3,8,1,1,3,1,108,8.84,17.8,0.95,69.99
12461,1634.00,Ulster,New York,2,0,2,7,1,1,3,1,5482,312.84,449.84,1.00,69.99
12464,1020.00,Ulster,New York,1,0,1,6,1,1,3,1,636,69.48,239.01,1.00,69.99
12466,2471.00,Ulster,New York,2,0,2,7,1,1,3,1,970,91.56,212.01,1.00,69.99
12472,1572.00,Ulster,New York,3,0,3,8,1,1,3,1,624,52.56,180.34,1.00,69.99
12477,18787.00,Ulster,New York,3,1,4,9,1,1,4,1,32320,106.88,279.93,1.00,69.99
12481,1356.00,Ulster,New York,2,0,2,7,1,1,3,1,1826,72.81,263.29,1.00,69.99
12484,2733.00,Ulster,New York,2,0,2,7,1,1,3,1,1164,66.33,182.01,1.00,69.99
12486,1523.00,Ulster,New York,3,0,3,8,1,1,3,1,290,62.27,213.8,1.00,69.99
12487,3268.00,Ulster,New York,2,0,2,7,1,1,3,1,472,57.93,147.86,1.00,69.99
12491,1675.00,Ulster,New York,3,0,3,8,1,1,3,1,5036,244.83,341.42,1.00,69.99
12494,764.00,Ulster,New York,2,0,2,7,1,1,3,1,4,87.86,87.86,1.00,69.99
12498,4851.00,Ulster,New York,3,1,4,9,1,1,4,1,23534,88.51,223.89,1.00,69.99
12515,1549.00,Ulster,New York,5,0,5,10,3,3,5,3,468,122.71,278.51,1.00,39.99
12525,3311.00,Ulster,New York,4,0,4,9,2,2,4,2,724,68.32,203.38,0.99,69.99
12528,13344.00,Ulster,New York,6,0,6,11,4,3,6,3,24902,113.58,270.83,1.00,48.79
12542,5913.00,Ulster,New York,5,0,5,10,3,3,5,3,1502,6.47,8.17,1.00,39.99
12547,2891.00,Ulster,New York,4,0,4,9,2,2,4,2,1952,55.06,248.33,1.00,69.99
12548,1494.00,Ulster,New York,4,0,4,9,2,2,4,2,4,24.94,24.94,1.00,69.99
12561,18308.00,Ulster,New York,4,0,4,9,2,2,4,2,37622,101.83,229.75,1.00,69.99
12566,10753.00,Ulster,New York,3,0,3,8,1,1,3,1,24112,97.68,227.91,1.00,69.99
12589,17228.00,Ulster,New York,5,0,5,10,3,3,5,3,19982,148.19,441.13,1.00,39.99
37657,972.00,Unicoi,Tennessee,3,0,3,8,3,2,5,3,,,,1.00,45.95
37650,12750.00,Unicoi,Tennessee,4,2,6,11,4,4,7,6,1465,49.9,136.8,1.00,45.95
37692,4770.00,Unicoi,Tennessee,2,0,2,7,2,2,4,2,188,10.03,23.83,0.93,79.99
30512,19490.00,Union,Georgia,7,1,8,13,6,5,8,5,10419,28.71,71.29,0.96,42.95
30572,1260.00,Union,Georgia,5,0,5,10,5,4,7,4,76,22.57,38.24,0.90,42.95
42437,8324.00,Union,Kentucky,4,3,7,12,2,2,4,2,3570,37.02,110.74,0.81,69.99
42459,4423.00,Union,Kentucky,3,3,6,10,1,1,3,1,149,22.42,66.89,0.84,69.99
42461,1481.00,Union,Kentucky,3,3,6,11,3,3,5,3,5,7.14,7.27,0.92,69.99
42462,1319.00,Union,Kentucky,4,4,8,13,1,1,3,1,4,0.04,0.07,0.56,69.99
38627,1120.00,Union,Mississippi,2,1,3,9,1,1,3,2,,,,0.00,35
38610,3542.00,Union,Mississippi,6,1,7,13,3,2,5,3,176,7.79,17.3,0.80,39.99
38650,3881.00,Union,Mississippi,5,0,5,11,3,2,5,3,1304,27.95,63.68,0.77,35
38652,16600.00,Union,Mississippi,7,0,7,13,4,3,6,4,6629,34.22,74.92,0.86,35
38828,3970.00,Union,Mississippi,7,0,7,13,5,4,7,5,14,6.22,18.14,0.25,35
28079,31979.00,Union,North Carolina,7,0,7,13,5,4,7,5,13929,96.78,317.77,1.00,55
28103,10311.00,Union,North Carolina,5,1,6,12,4,4,6,5,4623,118.64,405.54,0.95,69.99
28104,28040.00,Union,North Carolina,7,0,7,13,5,4,7,5,12470,53.41,155,1.00,55
28110,50365.00,Union,North Carolina,5,0,5,11,4,4,6,5,40030,86.47,224.44,0.98,69.99
28112,26311.00,Union,North Carolina,3,0,3,9,2,2,4,3,3260,58.83,192.29,0.99,69.99
28173,45097.00,Union,North Carolina,6,0,6,12,5,5,7,6,43767,101.53,229.41,0.99,64.94
28174,8608.00,Union,North Carolina,5,0,5,11,4,3,6,4,4053,205.64,496.62,0.99,69.99
43041,NULL,Union,Ohio,,,0,,,,,,,,,,
43040,31790.00,Union,Ohio,5,6,11,16,4,2,8,3,48283,94.21,290.58,1.00,65
43045,1953.00,Union,Ohio,3,6,9,14,2,1,6,2,469,5.12,9.94,1.00,69.99
43067,1591.00,Union,Ohio,3,5,8,13,2,1,6,3,1621,11.93,29.61,1.00,69.99
43344,5677.00,Union,Ohio,3,7,10,15,2,1,7,3,588,35.11,96.58,1.00,69.99
17886,895.00,Union,Pennsylvania,4,1,5,10,3,3,5,4,,,,0.86,75.95
17810,4683.00,Union,Pennsylvania,4,2,6,11,2,2,4,3,292,70.55,161.27,0.41,79.99
17837,19815.00,Union,Pennsylvania,6,2,8,13,5,5,8,6,26002,59.54,92.89,0.74,39.99
17844,10042.00,Union,Pennsylvania,5,2,7,12,4,4,7,5,11508,28.58,73.78,0.84,39.99
17845,2245.00,Union,Pennsylvania,3,0,3,8,3,3,5,4,4,29.7,29.7,0.42,39.99
17855,992.00,Union,Pennsylvania,5,1,6,10,4,4,6,5,4,23.2,45.11,0.96,75.95
17856,3365.00,Union,Pennsylvania,4,1,5,10,3,3,5,4,1604,23.51,55.39,0.96,75.95
17889,2735.00,Union,Pennsylvania,5,1,6,11,2,2,4,3,4382,21.54,63.52,0.86,75.95
29031,1349.00,Union,South Carolina,3,1,4,9,1,1,3,2,,,,0.29,NULL
29395,NULL,Union,South Carolina,,,0,,,,,,,,,,
29321,2596.00,Union,South Carolina,3,1,4,10,3,3,5,3,3576,123.11,224.1,0.96,55
29353,4174.00,Union,South Carolina,5,1,6,11,4,3,6,3,49,22.22,47.52,0.69,55
29379,19186.00,Union,South Carolina,4,1,5,11,4,4,6,4,1584,70.93,213.45,0.91,55
37779,3978.00,Union,Tennessee,3,1,4,10,3,3,5,4,315,9.42,16.03,0.94,55
37807,9923.00,Union,Tennessee,5,1,6,12,3,3,5,4,340,52.26,159.22,0.95,55
37866,1699.00,Union,Tennessee,1,1,2,8,0,0,2,1,0,0,0,0.00,NULL
26210,NULL,Upshur,West Virginia,,,0,,,,,,,,,,
26201,19701.00,Upshur,West Virginia,3,2,5,11,2,2,5,2,7702,41.5,104.2,0.98,40
26218,2583.00,Upshur,West Virginia,2,2,4,10,1,1,4,1,5,14.07,22.87,0.60,40
26228,109.00,Upshur,West Virginia,1,1,2,7,0,0,2,0,0,0,0,0.00,NULL
26234,1454.00,Upshur,West Virginia,2,1,3,8,1,1,3,1,0,0,0,0.44,40
26236,29.00,Upshur,West Virginia,0,1,1,4,0,0,2,0,5,2.34,6.59,0.00,NULL
26237,571.00,Upshur,West Virginia,1,2,3,8,0,0,3,0,0,0,0,0.55,NULL
30285,707.00,Upson,Georgia,4,2,6,11,1,1,3,1,25,5.16,12.53,0.43,NULL
30286,23490.00,Upson,Georgia,4,2,6,11,4,4,6,4,8435,45.77,167.76,0.97,69.99
31097,1302.00,Upson,Georgia,5,2,7,12,3,2,5,2,485,11.17,28.57,0.53,NULL
38585,3717.00,Van Buren,Tennessee,6,0,6,11,4,4,6,5,1088,50.09,59.49,0.83,49.95
45886,551.00,Van Wert,Ohio,3,5,8,13,1,1,6,1,,,,1.00,74.99
45894,605.00,Van Wert,Ohio,3,8,11,16,2,2,7,2,,,,1.00,74.99
45898,1314.00,Van Wert,Ohio,3,5,8,13,1,1,7,1,,,,1.00,74.99
45832,2905.00,Van Wert,Ohio,2,5,7,12,1,1,6,2,40,2.39,6.65,1.00,69.99
45863,1254.00,Van Wert,Ohio,5,3,8,13,4,3,7,3,151,3.98,10.21,1.00,39.95
45874,2100.00,Van Wert,Ohio,3,8,11,16,1,1,8,2,510,6.21,12.19,1.00,69.99
45891,15275.00,Van Wert,Ohio,5,7,12,17,4,2,10,3,4474,56.34,145.41,1.00,66.95
27536,17289.00,Vance,North Carolina,3,0,3,8,3,2,5,3,2266,53.28,142.86,1.00,65
27537,24319.00,Vance,North Carolina,3,0,3,8,3,3,5,4,2295,52.84,161.46,0.94,65
27544,4449.00,Vance,North Carolina,2,0,2,7,2,1,4,2,134,12.08,22.28,0.66,69.99
27556,346.00,Vance,North Carolina,2,0,2,7,1,1,3,2,1,0.22,0.22,1.00,69.99
16319,1355.00,Venango,Pennsylvania,7,1,8,13,4,3,6,3,,,,0.75,39.99
16301,16321.00,Venango,Pennsylvania,6,1,7,12,3,2,5,2,7580,76.2,221.37,0.98,76.95
16317,1456.00,Venango,Pennsylvania,5,0,5,10,3,3,5,3,56,62.63,86.65,0.64,69.99
16323,16372.00,Venango,Pennsylvania,6,1,7,12,4,3,6,3,5894,55.93,112.4,0.99,69.99
16341,2030.00,Venango,Pennsylvania,3,0,3,8,1,1,3,1,4,9.14,9.14,0.80,76.95
16342,2281.00,Venango,Pennsylvania,5,0,5,10,2,2,4,2,40,30.31,46.04,0.84,69.99
16346,3247.00,Venango,Pennsylvania,4,1,5,10,2,2,4,2,12,39.44,71.64,0.95,76.95
16362,1102.00,Venango,Pennsylvania,4,0,4,9,2,2,4,2,180,69.76,178.59,0.76,76.95
16364,1347.00,Venango,Pennsylvania,4,0,4,9,2,1,4,1,872,6.79,17.02,1.00,76.95
16373,3510.00,Venango,Pennsylvania,8,0,8,13,5,4,7,4,178,41.97,94.27,0.70,39.99
16374,1968.00,Venango,Pennsylvania,7,1,8,13,4,4,6,4,4,6.68,6.68,0.80,76.95
45622,321.00,Vinton,Ohio,1,1,2,7,0,0,2,1,38,8.09,12.93,0.00,NULL
45634,2112.00,Vinton,Ohio,2,0,2,7,1,1,3,2,284,6.77,18.34,0.78,69.99
45651,6047.00,Vinton,Ohio,3,2,5,9,1,1,3,2,41,23.94,60.01,0.50,69.99
45654,917.00,Vinton,Ohio,1,2,3,7,0,0,2,1,394,12.25,33.2,0.00,NULL
45695,674.00,Vinton,Ohio,1,0,1,6,0,0,2,1,3,6.76,9.47,0.00,NULL
45710,5541.00,Vinton,Ohio,2,3,5,10,1,1,4,2,1106,64.68,208.18,0.69,69.99
23463,NULL,Virginia Beach,Virginia,,,0,,,,,,,,,,
23465,NULL,Virginia Beach,Virginia,,,0,,,,,,,,,,
23479,NULL,Virginia Beach,Virginia,,,0,,,,,,,,,,
23521,NULL,Virginia Beach,Virginia,,,0,,,,,,,,,,
23451,41544.00,Virginia Beach,Virginia,5,0,5,10,3,3,5,4,78198,103.37,255.01,0.95,39.99
23452,59321.00,Virginia Beach,Virginia,5,0,5,10,3,3,5,4,69186,141.27,443.13,1.00,39.99
23453,35960.00,Virginia Beach,Virginia,4,0,4,9,2,2,4,3,17718,73.27,176.56,0.98,39.99
23454,60283.00,Virginia Beach,Virginia,5,0,5,10,3,3,5,4,52594,91.63,257.1,0.99,39.99
23455,47938.00,Virginia Beach,Virginia,6,0,6,11,4,4,6,5,24018,83.76,233.83,0.93,39.99
23456,51748.00,Virginia Beach,Virginia,5,0,5,10,3,3,5,4,98056,92.21,230.12,0.97,39.99
23457,4289.00,Virginia Beach,Virginia,3,0,3,8,1,1,3,2,40,7.84,15.28,0.98,65.99
23459,1091.00,Virginia Beach,Virginia,4,0,4,9,3,3,5,4,120,13.84,70.85,1.00,39.99
23460,1201.00,Virginia Beach,Virginia,1,0,1,6,1,1,3,2,1412,8.19,22.58,1.00,65.99
23461,287.00,Virginia Beach,Virginia,2,0,2,7,1,1,3,2,188,10.17,24.62,0.00,65.99
23462,61973.00,Virginia Beach,Virginia,4,0,4,9,2,2,4,3,89110,106.78,289.58,1.00,39.99
23464,72359.00,Virginia Beach,Virginia,5,0,5,10,3,3,5,4,84262,108.46,294.07,0.99,39.99
27634,NULL,Wake,North Carolina,,,0,,,,,,,,,,
27635,NULL,Wake,North Carolina,,,0,,,,,,,,,,
27640,NULL,Wake,North Carolina,,,0,,,,,,,,,,
27656,NULL,Wake,North Carolina,,,0,,,,,,,,,,
27668,NULL,Wake,North Carolina,,,0,,,,,,,,,,
27690,NULL,Wake,North Carolina,,,0,,,,,,,,,,
27695,NULL,Wake,North Carolina,,,0,,,,,,,,,,
27697,NULL,Wake,North Carolina,,,0,,,,,,,,,,
27698,NULL,Wake,North Carolina,,,0,,,,,,,,,,
27699,NULL,Wake,North Carolina,,,0,,,,,,,,,,
27502,30831.00,Wake,North Carolina,5,1,6,12,5,5,7,6,72154,101.45,253.67,1.00,35
27511,32029.00,Wake,North Carolina,6,0,6,12,5,5,7,6,45928,119.2,290.97,1.00,35
27513,40755.00,Wake,North Carolina,6,1,7,13,6,6,9,7,42828,97.63,262.21,1.00,35
27518,19630.00,Wake,North Carolina,6,0,6,12,6,6,8,7,17779,93.15,207.17,1.00,35
27519,39178.00,Wake,North Carolina,8,0,8,14,7,6,9,7,66313,134.21,344.53,1.00,35
27523,9552.00,Wake,North Carolina,7,1,8,14,5,5,7,6,616,43.57,133.37,0.99,35
